board_id	board_name	page	post_id	title	author	date	replies	views
10	普通纪念币	1	10	浙江12.2让二蛇币160玫和6.3旦角币140枚.色顺丰。	江南秋色	2025-05-13 06:00:18	1	55
151	联体钞/纪念钞	1	151	卖龙钞北斗号标二十	qiangwu	2025-05-13 06:00:06	0	20
10	普通纪念币	1	10	出二虎，蛇币	哈尔滨平子	2025-05-13 05:59:54	3	130
9	现代金银贵金属币	1	9	2790出两套24年彩金银龙2套	是否还会想起我	2025-05-13 05:59:29	0	10
151	联体钞/纪念钞	1	151	395元/组 求蛇:带4 标十 100组	大瑞A	2025-05-13 05:58:36	0	230
211	邮票大类产品票礼品册	1	211	198出总公司[邮品红楼]原装册1本	zyb1966	2025-05-13 05:57:42	0	5
151	联体钞/纪念钞	1	151	█ █ █ █ █ █ 24000收倒置蛇钞标百	kfengyi	2025-05-13 05:57:24	1	92
159	编年版票专栏	1	159	四轮猴大版鸡狗猪鼠虎	聂强	2025-05-13 05:56:59	3	67
196	编年套票栏目	1	196	出二轮生肖方联全厂名和单套厂名十二全有2套	聂强	2025-05-13 05:56:42	3	32
151	联体钞/纪念钞	1	151	1250求带4标十单张小龙钞	榴莲-忘返	2025-05-13 05:56:33	0	176
151	联体钞/纪念钞	1	151	便宜卖龙钞无47标十1组	聂强	2025-05-13 05:56:30	0	21
151	联体钞/纪念钞	1	151	★★★ ★★★收蛇钞068刀货★★★	2454091898	2025-05-13 05:56:12	1	570
151	联体钞/纪念钞	1	151	出无47龙钞9连号	聂强	2025-05-13 05:55:41	0	18
151	联体钞/纪念钞	1	151	金钩王单张	赵远涛	2025-05-13 05:55:29	0	30
9	现代金银贵金属币	1	9	出公博评级中国龙银20枚	菏泽马超	2025-05-13 05:55:26	0	27
10	普通纪念币	1	10	5月12日获奖纪念黑金卡不倒车收购大队。今天收购价格310元	杭州罗哥	2025-05-13 05:55:16	2	157
151	联体钞/纪念钞	1	151	出无347龙钞1组	聂强	2025-05-13 05:55:02	0	20
151	联体钞/纪念钞	1	151	出无47龙钞4张	聂强	2025-05-13 05:54:25	0	17
151	联体钞/纪念钞	1	151	卖蛇钞无47尾81标十	崔莹	2025-05-13 05:54:06	2	68
151	联体钞/纪念钞	1	151	金山王单张	赵远涛	2025-05-13 05:53:58	0	23
151	联体钞/纪念钞	1	151	卖龙钞无347标十一组	聂强	2025-05-13 05:53:47	0	20
151	联体钞/纪念钞	1	151	出售蛇钞标十	xia1983diandian	2025-05-13 05:53:23	2	897
151	联体钞/纪念钞	1	151	替友出蛇钞散张300张	烟台奇山	2025-05-13 05:52:45	0	33
151	联体钞/纪念钞	1	151	标百龙	小小草	2025-05-13 05:51:52	0	19
184	港澳台钱币专栏	1	184	售狗猪全同对刀	石鼓乐	2025-05-13 05:51:50	391	14632
196	编年套票栏目	1	196	售92-99编年套票一些	邮乐幸福	2025-05-13 05:51:44	4	111
151	联体钞/纪念钞	1	151	出蛇钞金勾王倒置801，和金帆船801	江苏陈克	2025-05-13 05:51:41	0	16
184	港澳台钱币专栏	1	184	猴鸡狮子对刀小超市  电联议价	石鼓乐	2025-05-13 05:51:34	458	16950
184	港澳台钱币专栏	1	184	低售马羊对刀倒置号	石鼓乐	2025-05-13 05:51:09	128	1787
10	普通纪念币	1	10	代友求购京剧旦角2000枚	花乡人	2025-05-13 05:51:03	2	255
184	港澳台钱币专栏	1	184	售狗猪8800对刀倒置号	石鼓乐	2025-05-13 05:50:47	154	2056
184	港澳台钱币专栏	1	184	低售鼠牛8800对刀	石鼓乐	2025-05-13 05:50:28	188	3405
151	联体钞/纪念钞	1	151	小龙钞金帆王全偶088头068附品全满号十连号	宁波藏龙阁	2025-05-13 05:50:11	0	14
151	联体钞/纪念钞	1	151	售蛇标十13组	花乡人	2025-05-13 05:49:58	2	61
10	普通纪念币	1	10	出售93年大熊猫58枚（卷拆）	兴发钱币	2025-05-13 05:49:50	3	102
151	联体钞/纪念钞	1	151	小龙钞金山王倒置	MQQMQQ	2025-05-13 05:49:48	1	19
210	硬币专栏	1	210	贺岁龙钞靓号无4，7	知心爱人朱红	2025-05-13 05:49:12	0	7
151	联体钞/纪念钞	1	151	蛇钞倒置号标十20联号	宁波藏龙阁	2025-05-13 05:49:05	3	72
196	编年套票栏目	1	196	求购三国、水浒、警察、周恩来、篆书等编年不成套散票	林中楼阁	2025-05-13 05:48:17	26	585
151	联体钞/纪念钞	1	151	出21组蛇钞无47尾81	丰德钱币	2025-05-13 05:47:50	5	1108
8	纪特文编JT新票栏目	1	8	求购女排、建国、熊猫、小火箭、水浒等J.T不成套散票	林中楼阁	2025-05-13 05:47:29	25	669
151	联体钞/纪念钞	1	151	小龙钞1组无4决品标十090639731……1320元	丹东小段	2025-05-13 05:47:10	0	16
151	联体钞/纪念钞	1	151	小龙标十 无47	周荣民1	2025-05-13 05:47:03	0	32
169	外国纸币、硬币	1	169	出售美元	湡水轩	2025-05-13 05:46:52	1	26
151	联体钞/纪念钞	1	151	小龙钞无4单张	MQQMQQ	2025-05-13 05:46:09	1	51
151	联体钞/纪念钞	1	151	14张小龙钞(含3张尾95、1张尾8)……通打95/张	丹东小段	2025-05-13 05:45:40	2	35
151	联体钞/纪念钞	1	151	10组蛇钞带4标配(1组尾41)…………390/组	丹东小段	2025-05-13 05:45:27	2	55
151	联体钞/纪念钞	1	151	086国门号头金钩王标十	赵远涛	2025-05-13 05:45:00	1	40
151	联体钞/纪念钞	1	151	无34全大满号888一刀	赵远涛	2025-05-13 05:44:47	1	37
151	联体钞/纪念钞	1	151	086国门号头金钩王标十	赵远涛	2025-05-13 05:44:30	1	33
151	联体钞/纪念钞	1	151	蛇朦胧满号	寂寞记忆	2025-05-13 05:44:06	0	16
151	联体钞/纪念钞	1	151	蛇标十 豹子号888	周荣民1	2025-05-13 05:43:51	0	27
151	联体钞/纪念钞	1	151	龙022291941-1950标十	寂寞记忆	2025-05-13 05:43:36	1	29
196	编年套票栏目	1	196	便宜卖2002----2011年的如下品种。	hefei7462	2025-05-13 05:41:39	12	212
151	联体钞/纪念钞	1	151	小龙钞无4单张	MQQMQQ	2025-05-13 05:41:24	0	17
151	联体钞/纪念钞	1	151	出蛇标十 777  8888	周荣民1	2025-05-13 05:39:28	1	35
151	联体钞/纪念钞	1	151	带四标百蛇钞一刀	13056100405	2025-05-13 05:39:14	1	74
193	JF封/其它类封	1	193	出让孔子丝织封	北京老陈紫气东来	2025-05-13 05:39:08	1	10
196	编年套票栏目	1	196	【售】2023年编年套票一些，全新，单一品种一起走，，，	SANDAOALL	2025-05-13 05:38:31	2	38
196	编年套票栏目	1	196	售万国邮联粉鸽。。。。。。。	清逸轩	2025-05-13 05:38:24	2	83
196	编年套票栏目	1	196	急收中国梦一普长城 名亭等其余微量邮票	福州林宇翔	2025-05-13 05:37:36	14	659
151	联体钞/纪念钞	1	151	售：无4 散蛇 （标配）	大瑞A	2025-05-13 05:36:52	0	22
151	联体钞/纪念钞	1	151	售无4龙钞标十带豹子7二组	爱龙泉	2025-05-13 05:36:04	10	137
151	联体钞/纪念钞	1	151	龙钞无47标十555头	平安奥星	2025-05-13 05:35:49	2	56
151	联体钞/纪念钞	1	151	售蛇601一刀	爱龙泉	2025-05-13 05:35:45	2	79
148	古币银元	1	148	江南小银豪	爱龙泉	2025-05-13 05:35:29	2	50
151	联体钞/纪念钞	1	151	【蛇钞】无34金钩倒置888十连	九天邮社	2025-05-13 05:35:18	2	60
151	联体钞/纪念钞	1	151	售蛇无4的狮子号评级一刀	爱龙泉	2025-05-13 05:35:07	2	34
151	联体钞/纪念钞	1	151	11000出爱藏67+标百     0....01    含大对称号[长]	tangdeshui	2025-05-13 05:35:05	0	16
151	联体钞/纪念钞	1	151	出售小司令龙钞无47标十.价格3800元	梦想的境界	2025-05-13 05:34:54	30	413
151	联体钞/纪念钞	1	151	售蛇钞尾801乱蛇二刀	爱龙泉	2025-05-13 05:34:48	2	45
151	联体钞/纪念钞	1	151	【蛇钞】金钩倒置散钞40张（01689+7）	九天邮社	2025-05-13 05:34:36	1	31
151	联体钞/纪念钞	1	151	岀售小龙带4标十2组082289471....2600元通走包品包邮[长]	梦想的境界	2025-05-13 05:34:21	5	66
119	第四版纸币	1	119	收8002标十  28元一组	鑫源钱币	2025-05-13 05:32:27	5	132
159	编年版票专栏	1	159	卖大兴机场版票50版	桃桃礼品	2025-05-13 05:29:44	2	87
120	年册/集邮工具	1	120	2024总公司方连册	zyb1966	2025-05-13 05:29:39	6	130
151	联体钞/纪念钞	1	151	出小龙钞06789组合金钩王一组标十豹子身狮子号	zyb1966	2025-05-13 05:29:22	1	49
151	联体钞/纪念钞	1	151	收购蛇钞无47标百标十	辽河纸钞	2025-05-13 05:29:08	0	47
151	联体钞/纪念钞	1	151	600一枚出龙钞如意王02568。	陈石	2025-05-13 05:28:40	1	29
151	联体钞/纪念钞	1	151	出售蛇钞无34刀货	昱希钱币	2025-05-13 05:27:52	2	220
151	联体钞/纪念钞	1	151	蛇钞朦胧J011020601标百	辽河纸钞	2025-05-13 05:27:26	0	28
196	编年套票栏目	1	196	求购：敦煌系列产品	广州晨曦	2025-05-13 05:26:48	20	452
151	联体钞/纪念钞	1	151	收龙0168pmg68分	从一而终	2025-05-13 05:19:47	0	15
151	联体钞/纪念钞	1	151	出蛇钞无34北斗标十	wangjx520	2025-05-13 05:18:45	0	23
151	联体钞/纪念钞	1	151	龙钞倒置PMG68	chen18343865666	2025-05-13 05:18:35	2	75
162	小本票/大本册专栏	1	162	！！！！！！！！先款7.1元求购四轮龙本票500本	A宜昌万小波A	2025-05-13 05:18:05	1	29
151	联体钞/纪念钞	1	151	16000出蛇钞1刀	辜三冬	2025-05-13 05:17:40	0	45
151	联体钞/纪念钞	1	151	售蛇钞带4无47标十	兴达发	2025-05-13 05:17:38	0	29
151	联体钞/纪念钞	1	151	2300元求购带47龙钞标准10连无89北斗七星	刘成军	2025-05-13 05:17:02	8	263
151	联体钞/纪念钞	1	151	390先款收蛇钞带四标十100组	专收068-08生肖钞	2025-05-13 05:16:57	5	2172
151	联体钞/纪念钞	1	151	出蛇钞 无47尾81标二十连（含985，988，双豹子）	跑步到南海666	2025-05-13 05:16:48	20	224
151	联体钞/纪念钞	1	151	涨价750元求购蛇钞标准10连带47无....9北斗七星自己需要的号[长]	刘成军	2025-05-13 05:16:38	6	149
119	第四版纸币	1	119	不挑号要8001-2-3和8005-3金腰带各5-10张	zhaozhenbo	2025-05-13 05:15:42	3	56
151	联体钞/纪念钞	1	151	20000元出019265001蛇钞标百 爱藏68分	tangdeshui	2025-05-13 05:15:26	1	23
8	纪特文编JT新票栏目	1	8	求购：T134褐马鸡大版	益阳邮友	2025-05-13 05:15:22	2	78
151	联体钞/纪念钞	1	151	20000元出019265001龙钞标....      爱藏68分[长]	tangdeshui	2025-05-13 05:14:24	2	23
151	联体钞/纪念钞	1	151	小龙钞无4两组，有一组3个1	dragon中国	2025-05-13 05:12:25	1	38
151	联体钞/纪念钞	1	151	卖蛇钞标十日期号	常州刘伟	2025-05-13 05:12:19	6	65
10	普通纪念币	1	10	新抗战两原盒	与众不同	2025-05-13 05:12:10	0	23
9	现代金银贵金属币	1	9	代客户低出无4无47的2025彩金银蛇数套	江南有座金华城	2025-05-13 05:10:54	9	172
151	联体钞/纪念钞	1	151	蛇钞标十无4、无34好号五组	与众不同	2025-05-13 05:10:52	0	25
151	联体钞/纪念钞	1	151	[原创]标准生日号10张蛇钞	顽皮猴	2025-05-13 05:07:48	5	90
151	联体钞/纪念钞	1	151	出蛇钞无2347金马标十	wangjx520	2025-05-13 05:07:19	0	28
151	联体钞/纪念钞	1	151	现款收龙钞朦胧号PMG 68分1120元	洪志禄	2025-05-13 05:02:02	13	896
151	联体钞/纪念钞	1	151	蛇龙标十	云飞邮币社	2025-05-13 05:01:37	0	21
8	纪特文编JT新票栏目	1	8	主席2套， 国徽 1方	海风1979	2025-05-13 05:00:14	3	22
